00
2016-03-08	IJS	1.0	0.0
2016-07-12	GLD	1.0	0.0
2016-10-27	SHY	1.0	0.0
2017-02-22	IJS	1.0	0.0
2017-04-19	GLD	1.0	1.0
2017-11-27	VTI	1.0	0.0
2018-07-17	GLD	1.0	0.0
2019-02-06	IJS	1.0	0.0
2019-07-31	GLD	1.0	0.0
2020-01-08	GLD	1.0	0.0
2020-02-26	IJS	1.0	0.0
2020-04-21	GLD	1.0	0.0
2021-09-02	GLD	1.0	0.0
2021-09-28	IJS	1.0	0.0
2022-03-11	IJS	1.0	0.0
2022-03-17	GLD	1.0	0.0
2022-10-07	IJS	1.0	0.0
01
2016-01-15	GLD	1.0	0.0
2016-03-31	VTI	1.0	0.0
2016-05-13	SHY	1.0	0.0
2016-10-28	DBLV	1.0	0.0
2017-03-20	TLT	1.0	0.0
2017-10-23	DBLV	1.0	0.0
2018-03-19	DBLV	1.0	0.0
2018-04-11	DBLV	1.0	0.0
2018-05-09	SHY	1.0	0.0
2018-06-01	DBLV	1.0	0.0
2018-07-26	TLT	1.0	0.0
2019-03-25	VTI	1.0	0.0
2019-12-11	DBLV	1.0	0.0
2020-05-29	VTI	1.0	0.0
2021-03-17	DBLV	1.0	0.0
2021-04-01	TLT	1.0	0.0
2021-08-19	SHY	1.0	0.0
2021-11-12	DBLV	1.0	0.0
2022-02-15	TLT	1.0	0.0
02
2016-01-14	SHY	1.0	0.0
2016-06-08	DBLV	1.0	0.0
2016-06-15	EQWL	1.0	0.0
2017-04-04	DBLV	1.0	0.0
2017-04-17	GLD	1.0	0.0
2017-07-24	DBLV	1.0	0.0
2017-10-20	SHY	1.0	0.0
2018-05-11	TLT	1.0	0.0
2019-04-25	SHY	1.0	0.0
2020-09-04	SHY	1.0	0.0
2021-01-22	GLD	1.0	0.0
2021-02-24	DBLV	1.0	0.0
2021-03-31	EQWL	1.0	0.0
2021-06-21	GLD	1.0	0.0
2022-05-06	GLD	1.0	0.482061505317688
2022-09-23	SHY	1.0	0.0
2022-12-05	EQWL	1.0	0.0
03
2016-02-09	TLT	1.0	0.0
2017-03-23	SHY	1.0	0.0
2017-07-05	GLD	1.0	0.12513461709022522
2017-09-14	IJS	1.0	0.0
2018-12-11	GLD	1.0	0.6773814558982849
2019-01-10	GLD	1.0	0.0
2019-07-03	GLD	1.0	0.0
2020-05-18	GLD	1.0	0.0
2020-12-18	IJS	1.0	0.6383734345436096
2021-05-06	GLD	1.0	0.0
2021-09-28	GLD	1.0	0.0
2022-12-27	GLD	1.0	0.0
04
2016-02-22	TLT	1.0	0.0
2016-03-08	GLD	1.0	0.0
2016-05-20	SHY	1.0	0.5465709567070007
2017-04-21	GLD	1.0	0.0
2017-05-24	VTI	1.0	0.0
2017-09-01	GLD	1.0	0.0
2017-12-08	IJS	1.0	0.0
2018-04-26	GLD	1.0	0.0
2018-06-26	IJS	1.0	0.0
2018-08-17	IJS	1.0	0.0
2018-08-31	IJS	1.0	0.0
2019-06-24	GLD	1.0	0.0
2019-10-09	TLT	1.0	0.0
2019-10-21	IJS	1.0	0.0
2019-11-07	GLD	1.0	0.0
2020-01-13	IJS	1.0	0.0
2020-01-15	GLD	1.0	0.0
2020-05-06	IJS	1.0	0.09356480836868286
2020-05-20	VTI	1.0	0.0339420922100544
2021-04-08	VTI	1.0	0.8251875638961792
2021-10-12	TLT	1.0	0.0
2021-12-13	GLD	1.0	0.0
05
2016-11-08	GAA	1.0	0.0
2016-11-16	GAA	1.0	0.0
2017-04-12	GLD	1.0	0.0
2017-05-30	GAA	1.0	0.0
2017-12-06	VTI	1.0	0.0
2017-12-08	GAA	1.0	0.0
2018-10-29	TLT	1.0	0.03464344143867493
2018-12-11	IJS	1.0	0.0
2019-01-04	GAA	1.0	0.0
2019-03-14	GAA	1.0	0.0
2021-07-13	IJS	1.0	0.0
2021-07-26	IJS	1.0	0.0
2021-09-10	TLT	1.0	0.0
2022-02-04	GAA	1.0	0.0
2022-04-14	GAA	1.0	0.0
2022-05-09	IJS	1.0	0.0
2022-12-16	TLT	1.0	0.0
06
2016-01-28	GLD	1.0	0.3357545733451843
2016-10-10	GLD	1.0	0.0
2016-11-07	IJS	1.0	0.0
2017-12-06	GLD	1.0	0.0
2018-04-03	VTI	1.0	0.0
2019-01-08	GLD	1.0	0.0
2019-10-21	IJS	1.0	0.0
2020-03-12	IJS	1.0	0.0
2020-07-10	TLT	1.0	0.30131763219833374
2020-07-13	GLD	1.0	0.0
2021-08-31	IJS	1.0	0.0
2021-10-21	IJS	1.0	0.0
2022-09-16	SHY	1.0	0.0
07
2017-01-25	TLT	1.0	0.0
2017-03-07	TLT	1.0	0.0
2017-05-02	SHY	1.0	0.0
2017-08-03	TLT	1.0	0.5278085470199585
2017-10-30	GLD	1.0	0.0
2018-09-20	GLD	1.0	0.0
2019-01-24	GLD	1.0	0.0
2019-10-31	VTI	1.0	0.0
2019-11-27	GLD	1.0	0.008454997092485428
2020-03-18	SHY	1.0	0.32301920652389526
2020-04-17	VTI	1.0	0.13085797429084778
2020-07-07	GLD	1.0	0.0
2020-09-18	IJS	1.0	0.0
2021-04-27	SHY	1.0	0.0
2021-05-19	IJS	1.0	0.0
2021-10-21	IJS	1.0	0.0
2022-01-20	GLD	1.0	0.0
2022-02-08	SHY	1.0	0.0
2022-07-25	GLD	1.0	0.0
2022-10-05	SHY	1.0	0.0
08
2016-07-07	GLD	1.0	0.0
2016-09-13	SHY	1.0	0.0
2016-10-24	TLT	1.0	0.0
2017-05-09	TLT	1.0	0.0
2018-10-08	SHY	1.0	0.0
2020-01-21	IJS	1.0	0.0
