00
2016-07-12	TIP	1.0	0.0
2016-10-27	TLT	1.0	0.0
2016-11-22	VNQ	1.0	0.0
2017-11-27	EEM	1.0	0.0
2017-12-05	EEM	1.0	0.0
2017-12-08	VEA	1.0	0.0
2018-04-10	TIP	1.0	0.0
2019-06-04	EEM	1.0	0.0
2020-01-10	VEA	1.0	0.0
2021-02-05	EEM	1.0	0.0
2021-05-28	TIP	1.0	0.0
2021-09-28	EEM	1.0	0.0
2022-03-17	TIP	1.0	0.0
2022-10-07	TIP	1.0	0.0
2022-10-11	VEA	1.0	0.0
01
2016-01-05	VEA	1.0	0.0
2016-03-31	TLT	1.0	0.0
2016-10-27	VNQ	1.0	0.0
2017-03-30	EEM	1.0	0.0
2017-05-17	EEM	1.0	0.0
2017-11-07	MIDU	1.0	0.0
2018-02-01	VEA	1.0	0.0
2018-04-04	MIDU	1.0	0.0
2020-04-14	EEM	1.0	0.0
2022-03-03	MIDU	1.0	0.0
2022-09-07	MIDU	1.0	0.0
02
2016-08-18	SHV	1.0	0.0
2016-08-19	SHV	1.0	0.0
2016-08-26	EEM	1.0	0.0
2016-11-01	VEA	1.0	0.0
2017-04-13	VTI	1.0	0.06259816884994507
2017-05-15	EEM	1.0	0.0
2017-09-06	EEM	1.0	0.0
2018-06-22	TLT	1.0	0.0
2018-09-14	EEM	1.0	0.0
2018-10-09	MIDU	1.0	0.0
2018-10-26	EEM	1.0	0.0
2018-12-11	SHV	1.0	0.0
2019-01-30	VTI	1.0	0.824577808380127
2019-10-04	EEM	1.0	0.0
2020-08-26	EEM	1.0	0.0
2020-09-01	SHV	1.0	0.0
2020-10-01	SHV	1.0	0.0
2021-07-06	SHV	1.0	0.0
2022-05-16	EEM	1.0	0.0
2022-09-02	SHV	1.0	0.25292688608169556
2022-10-07	EEM	1.0	0.0
03
2018-03-29	BIL	1.0	0.0
2019-05-10	EEM	1.0	0.0
2019-07-05	SHV	1.0	0.0
2019-12-09	MIDU	1.0	0.0
2020-08-14	MIDU	1.0	0.0
2021-04-01	MIDU	1.0	0.0
2021-10-06	BIL	1.0	0.0
2021-10-29	BIL	1.0	0.0
2022-02-23	BIL	1.0	0.0
2022-07-13	BIL	1.0	0.0
2022-09-12	MIDU	1.0	0.0
04
2016-02-12	EEM	1.0	0.0
2016-05-17	TIP	1.0	0.0
2016-05-24	VTI	1.0	0.0
2017-03-02	TLT	1.0	0.0
2017-08-07	EEM	1.0	0.0
2018-12-07	EEM	1.0	0.0
2019-03-19	VEA	1.0	0.0
2019-05-16	TIP	1.0	0.0
2020-03-17	TLT	1.0	0.0
2020-10-12	TLT	1.0	0.0
05
2016-01-12	EEM	1.0	0.0
2016-05-05	VNQ	1.0	0.6069837808609009
2017-07-28	EEM	1.0	0.0
2018-04-19	EEM	1.0	0.0
2019-01-23	EEM	1.0	0.0
2019-03-22	VTI	1.0	0.7748197913169861
2019-08-30	EEM	1.0	0.0
2019-11-06	VEA	1.0	0.0
2020-02-03	TIP	1.0	0.0
2020-04-22	VEA	1.0	0.0
2020-09-16	VNQ	1.0	0.0
2021-01-05	TLT	1.0	0.0
2021-08-05	EEM	1.0	0.0
2022-06-28	EEM	1.0	0.0
06
2017-11-16	VNQ	1.0	0.0
2018-06-14	TLT	1.0	0.0
2018-06-22	TIP	1.0	0.0
2018-09-27	VNQ	1.0	0.09614583849906921
2019-10-14	EEM	1.0	0.0
2019-11-01	VNQ	1.0	0.0
2019-12-09	EEM	1.0	0.0
2021-11-08	VEA	1.0	0.0
2021-12-03	EEM	1.0	0.0
2022-09-13	EEM	1.0	0.0
07
2016-05-06	VEA	1.0	0.0
2017-01-18	TIP	1.0	0.0
2018-03-05	EEM	1.0	0.0
2018-07-24	VEA	1.0	0.0
2019-06-04	TLT	1.0	0.0
2019-09-05	VNQ	1.0	0.0
2020-03-10	TLT	1.0	0.0
2020-11-09	VTI	1.0	0.0
2022-01-11	EEM	1.0	0.0
2022-05-10	EEM	1.0	0.0
2022-10-14	EEM	1.0	0.0
2022-12-23	TIP	1.0	0.009015113115310669
08
2016-07-07	EEM	1.0	0.0
2017-08-02	TLT	1.0	0.10754656046628952
2017-10-25	EEM	1.0	0.0
2017-11-28	VTI	1.0	0.0
2018-03-01	EEM	1.0	0.0
2018-06-07	TLT	1.0	0.0
2018-06-20	VTI	1.0	0.0
2019-04-25	VEA	1.0	0.0
2019-10-15	VNQ	1.0	0.0
2021-01-22	TLT	1.0	0.0
2021-02-12	EEM	1.0	0.0
2021-03-31	TIP	1.0	0.0
2021-06-09	EEM	1.0	0.0
2022-02-01	VEA	1.0	0.0
2022-07-12	VEA	1.0	0.0
09
2016-10-20	VTI	1.0	0.15126904845237732
2017-03-20	VTI	1.0	0.0
2017-07-26	TIP	1.0	0.0
2017-11-10	EEM	1.0	0.0
2019-10-29	EEM	1.0	0.0
2020-01-10	TIP	1.0	0.0
2020-09-28	TLT	1.0	0.0
2021-01-06	EEM	1.0	0.0
2021-01-20	EEM	1.0	0.0
2021-06-11	VEA	1.0	0.0
2021-07-08	TLT	1.0	0.0
2021-09-02	VNQ	1.0	1.0
2021-11-04	VEA	1.0	0.0
2022-06-23	EEM	1.0	0.0
2022-07-08	TLT	1.0	0.0
2022-10-13	EEM	1.0	0.0
2022-12-21	VEA	1.0	0.0
10
2016-10-03	VNQ	1.0	0.3098558783531189
2016-11-11	EEM	1.0	0.0
2017-06-12	TIP	1.0	0.0
2017-12-01	EEM	1.0	0.0
2018-01-29	TIP	1.0	0.0
2018-02-07	TIP	1.0	0.0
2018-04-23	TIP	1.0	0.0
2018-11-21	EEM	1.0	0.0
2018-11-26	TLT	1.0	0.0
2019-02-25	TIP	1.0	0.0
2019-08-09	EEM	1.0	0.0
2019-08-13	VTI	1.0	0.0
2020-03-30	VNQ	1.0	0.0
2020-07-27	VNQ	1.0	0.0
2021-03-03	VEA	1.0	0.0
2021-06-22	VEA	1.0	0.0
2021-08-20	TIP	1.0	0.0
2021-10-08	EEM	1.0	0.0
2021-11-17	EEM	1.0	0.0
