00
2016-03-08	IJS	1.0	0.0
2016-07-07	SHY	1.0	0.0
2017-02-22	IJS	1.0	0.0
2017-04-19	GLD	1.0	1.0
2017-06-27	IJS	1.0	0.0
2017-11-27	IJS	1.0	0.0
2018-07-03	TLT	1.0	0.0
2018-07-17	GLD	1.0	0.0
2018-10-05	SHY	1.0	0.0
2018-10-29	IJS	1.0	0.0
2020-02-26	IJS	1.0	0.0
2020-03-19	IJS	1.0	0.0
2020-04-24	SHY	1.0	0.0
2021-05-28	IJS	1.0	0.0
2021-09-28	IJS	1.0	0.0
2022-05-05	SHY	1.0	0.30362001061439514
2022-10-07	TLT	1.0	0.8554859757423401
01
2016-01-05	TLT	1.0	0.0
2016-02-04	GLD	1.0	0.0
2016-03-31	SHY	1.0	0.10035967081785202
2016-05-13	SHY	1.0	0.0
2016-12-05	DBLV	1.0	0.0
2018-03-19	DBLV	1.0	0.0
2018-06-01	DBLV	1.0	0.0
2018-07-26	GLD	1.0	0.0
2019-03-25	VTI	1.0	0.0
2020-05-29	DBLV	1.0	0.14734362065792084
2021-08-19	GLD	1.0	0.0
2021-11-12	DBLV	1.0	0.0
2022-02-15	TLT	1.0	0.0
02
2016-02-10	VTI	1.0	0.0
2016-06-21	GLD	1.0	0.0
2017-06-29	DBLV	1.0	0.0
2017-11-21	GLD	1.0	0.4935411214828491
2018-02-16	IYK	1.0	0.0
2018-03-01	IYK	1.0	0.005174413323402405
2018-07-05	DBLV	1.0	0.4602505564689636
2018-08-29	DBLV	1.0	0.0
2019-07-16	DBLV	1.0	0.0
2020-01-08	VTI	1.0	0.0
2020-01-10	TLT	1.0	0.0
2020-08-28	IYK	1.0	0.0
2021-03-01	IYK	1.0	0.6198371052742004
2021-06-11	DBLV	1.0	0.0
2021-07-08	TLT	1.0	0.0
2021-09-10	IYK	1.0	0.0
2022-06-23	DBLV	1.0	0.0
2022-07-08	IYK	1.0	0.0
2022-11-17	GLD	1.0	0.0
03
2016-02-09	TLT	1.0	0.0
2017-07-05	SHY	1.0	0.0
2017-09-14	IJS	1.0	0.0
2018-08-07	GLD	1.0	0.0
2018-12-11	SHY	1.0	0.7051951289176941
2019-01-10	GLD	1.0	0.0
2019-07-03	GLD	1.0	0.0
2019-09-10	SHY	1.0	0.0
04
2016-11-30	GLD	1.0	0.0
2017-01-19	VTI	1.0	0.0
2017-03-30	SHY	1.0	0.0
2017-04-21	SHY	1.0	0.0
2017-07-11	SHY	1.0	0.0
2017-09-01	GLD	1.0	0.0
2018-06-26	IJS	1.0	0.0
2018-08-17	IJS	1.0	0.0
2019-06-24	TLT	1.0	0.0
2020-01-13	IJS	1.0	0.0
2020-01-15	GLD	1.0	0.0
2020-03-03	GLD	1.0	0.0
2020-07-10	GLD	1.0	0.0
2021-11-29	GLD	1.0	0.0
05
2016-11-17	IJS	1.0	0.0
2017-05-11	SHY	1.0	0.0
2017-05-25	IJS	1.0	0.0
2018-02-02	IJS	1.0	0.0
2019-03-11	IJS	1.0	0.0
2019-05-16	IJS	1.0	0.0
2019-10-10	TLT	1.0	0.0
06
2016-06-24	GLD	1.0	0.0
2017-04-12	IJS	1.0	0.0
2017-05-30	GLD	1.0	0.0
2017-12-06	GLD	1.0	0.0
2017-12-08	GLD	1.0	0.0
2018-03-28	IJS	1.0	0.0
2018-07-13	GLD	1.0	0.0
2018-10-29	SHY	1.0	0.0
2018-12-11	SHY	1.0	0.0
2019-12-12	TLT	1.0	0.0
2020-03-20	IJS	1.0	0.03239411115646362
2020-05-21	TLT	1.0	0.0
2021-07-13	SHY	1.0	0.0
2021-07-26	SHY	1.0	0.04414381831884384
2021-12-01	IJS	1.0	0.0
2021-12-28	GLD	1.0	0.0
2022-12-16	TLT	1.0	0.0
07
2016-07-07	IJS	1.0	0.0
2016-09-13	USIG	1.0	0.0
2016-10-24	USIG	1.0	0.0
2016-11-21	IJS	1.0	0.0
2017-05-09	USIG	1.0	0.0
